text,label,length
business partner hiding revenue from tax authorities,1,52
the firm proposed a debt settlement to clear outstanding obligations,1,68
i was injured in a public place want compensation,2,49
a commercial dispute arose due to embezzlement of business funds,1,64
the mother applied for custody transfer after the divorce,0,57
the case involves unpaid alimony and a request for legal enforcement,0,68
i need legal help because my identity was used to open fake accounts,2,68
landlord refusing to make necessary repairs,1,43
i need legal assistance to replace the documents i lost,2,55
a worker violated trust by stealing property from the business,1,62
the inheritance dispute involves disagreement among heirs,0,57
the father claimed the mother was unfit for child custody,0,57
a report confirmed significant pollution coming from nearby open dumping,2,72
i want to file a consumer complaint against a retailer for poor service,1,71
the court handled a loan dispute between the company and the lender,1,67
i need legal help with negotiating my divorce settlement,0,56
accident at work seeking compensation,2,37
a dispute arose over the terms of the distribution contract,1,59
i need legal advice about enforcing alimony payments,0,52
the company launched an investigation into an assault incident on its premises,1,78
the case focuses on determining legal custody after separation,0,62
authorities reviewed an injury claim involving a severe fall,2,60
the woman filed a case to prove her certificate was genuine,0,59
the victim provided screenshots of the threat as evidence,2,57
i need legal help after getting hurt on the job,2,47
the husband and wife are arguing over family matters,0,52
a data breach occurred after hackers accessed personal information online,2,73
i want to take legal action against a business that didn t deliver my order,1,75
online defamation issue can i sue the person who posted lies,2,60
the company reached a debt settlement agreement with its creditors,1,66
the individual filed a data protection request to remove his stored information,2,79
the mother reported welfare concerns regarding the father s care,0,64
online fraud case personal information stolen and misused,2,57
i need legal help because the software contract terms are being violated,1,72
the company launched an investigation into a physical attack on its premises,1,76
a dispute arose between shareholders following allegations of financial deception,1,81
a property dispute arose between two businesses regarding a shared warehouse,1,76
a service dispute arose due to failure to meet contract terms,1,61
i m seeking legal advice about a dispute with my auto insurer,2,61
i m asking for legal advice about adoption requirements,0,55
the company faced legal action for personal data misuse involving customer records,1,82
an employee filed a complaint claiming human rights violations at the workplace,1,79
i m seeking legal advice about dividing assets during a divorce,0,63
the buyer complained that the online shop delivered a damaged product,1,69
the case involves a dispute over warranty coverage for a purchased product,1,74
the custody fight is affecting our child and i want to find a fair solution,0,75
i want to protect my original material from unauthorized use,2,60
my ex partner stopped paying child support despite the court order,0,66
the family disputed the contents of the late father s testament,0,63
employee theft case company items taken without authorization,1,61
i m facing discrimination at work and want to take legal action,2,63
a dispute arose after the service complaint was ignored by the contractor,1,73
my husband won t let go of the marriage despite constant conflict,0,65
a dispute arose due to unresolved product complaints against the supplier,1,73
i m seeking legal advice about workplace harassment issues,2,58
authorities issued warnings following reports of a public health risk,2,69
i m asking for help because my supervisor has been harassing me,2,63
illegal eviction by landlord,1,28
i need legal help because my private pictures were uploaded publicly,2,68
legal procedures were initiated to complete the business dissolution process,1,76
the husband and wife are involved in a domestic disagreement,0,60
i want to know how to report an accident at work and get medical coverage,2,73
the fraud involved tricking people into sending money through fake messages,2,75
a public safety report was submitted due to unsafe conditions in the neighborhood,2,81
my former spouse and i can t agree on who should have custody of our teen,0,73
an employee caused the company a fine after violating workplace safety rules,1,76
the victim requested protection after receiving threats of a physical attack,2,76
the case involves online defamation and harm caused by fake posts,2,65
i ordered something online but received the wrong product and want a refund,1,75
can i take legal action if my boss fires me without notice,2,58
a case was filed involving intimidation by a neighbor,2,53
the court reviewed a case involving violence during a business meeting,1,70
a witness supported the victim s injury claim with testimony,2,60
the shareholders disagreed on the appointment of a new director,1,63
the court declared the marriage null and void,0,45
a witness reported intimidation during a community dispute,2,58
the client filed a complaint about delivery issues with the recent shipment,1,75
my reputation was damaged because of false statements in company emails,2,71
the son challenged the testament claiming it was made under pressure,0,68
the court ruled in favor of the mother in the child recognition case,0,68
the wife filed a case disputing the will s terms and beneficiaries,0,66
authorities launched an inquiry regarding misuse of funds in a volunteer group,2,78
i just want custody of my kids,0,30
i need legal help to divide business profits after the partnership ended,1,72
he reported a cyber privacy issue after someone accessed his social media account,2,81
i want to talk to a lawyer about the process of registering my company,1,70
i need assistance because my visa request was rejected unfairly,2,63
what should i do if i want to become a legal guardian for a minor,0,65
i m seeking advice on how to take legal action against data theft,1,65
a lawsuit was filed against the trader for engaging in commercial fraud,1,71
the case is about a dispute between drivers over payment for car damages,2,72
my customer claims the software doesn t meet the agreed specifications,1,70
dispute over unpaid freelance work,1,34
the husband initiated a legal process to end the marriage,0,57
the borrower denied the charges listed in the loan dispute claim,1,64
the court handled an injury claim caused by a reckless individual,2,65
i m involved in a dispute over copyright infringement of my work,2,64
tenant sues landlord for not returning security deposit,1,55
the parents are involved in a custody dispute over their children,0,65
the suspect admitted to misuse of funds during the investigation,2,64
the wife filed a case to prove that the divorce took place,0,58
custody was granted considering the best interest of the child,0,62
authorities investigated a case involving medical negligence in a public hospital,2,81
the man was accused of possessing stolen property without knowing its origin,2,76
authorities worked to resolve a public safety risk near a residential area,2,74
a lawsuit was filed to deny false claims of lineage,0,51
the case is about getting professional advice to finalize a quick divorce,0,73
my ex refuses to give me custody of our children,0,48
my images are being shared on social media without my consent,2,61
i m asking for help to correct errors in my visa application,2,60
i want to know what i can do if someone posts my photos without authorization,2,77
a rental issue escalated when a company refused to vacate a commercial property,1,79
one firm took legal action after the other failed to ship the goods on time,1,75
a case was raised against an online seller for non delivery of goods,1,68
i need legal help to prove i m the rightful owner of the track,2,62
a report confirmed that the clinic failed to uphold patient rights,2,66
my partner tried to hide money and property when we started the divorce case,0,76
the court handled a commercial fraud case involving counterfeit products,1,72
the police responded to concerns that the issue could harm public safety,2,72
a company used my design without credit and i want to report it,2,63
the case concerns a commercial dispute over digital purchase terms,1,66
a bank approved a fake loan using my documents and i need help,2,62
the court began proceedings in a major corporate bankruptcy case,1,64
authorities investigated a case of identity fraud reported by a resident,2,72
my case is about demanding the father s financial responsibility toward his kids,0,80
the developer faced a property dispute involving commercial land borders,1,72
the court issued a care decision in favor of the mother,0,55
accident compensation claim,2,27
authorities investigated a hospital error that caused harm to several patients,2,78
i m looking for guidance on how to obtain custody or guardianship legally,0,73
the parent responsible for payments hasn t sent any money,0,57
tenant rights case facing illegal eviction threats,2,50
the firm updated its system after a major data protection failure,1,65
the court reviewed a case involving multiple driving offenses,2,61
i m planning to write my will and would like professional legal advice,0,70
looking to adopt a child need information about the legal steps involved,0,72
the customer filed a complaint against the bank over an account issue,1,69
employee harassment case worker filing complaint against superior,2,65
the mother objected to the care decision transferring custody to the father,0,75
the private hospital faced legal action for medical negligence towards a patient,1,80
divorce case dispute over how to share joint property,0,53
copyright violation my images are being used without my approval,2,64
unpaid invoice dispute the client owes payment for three months now,1,67
the husband requested custody withdrawal because the child was unsafe,0,69
i m asking for guidance on the legal steps to set up a new business,1,67
the brand owner filed a complaint to stop imitation in the market,1,65
lawyers were appointed to negotiate a settlement for the company dispute,1,72
the case involves online fraud by a marketplace vendor,1,54
i need legal help to report a fake seller from an e commerce platform,1,69
my divorce settlement talks have stalled and i need guidance,0,60
the family dispute centered on proving the correct lineage of the heir,0,70
i m having a dispute with a contractor who refuses to accept the payment terms,1,78
the supplier admitted responsibility for the product defect found during inspection,1,83
i m reporting a suspicious charge that i didn t make,2,52
she s asking the judge for a khula divorce settlement,0,53
people complained about air pollution caused by smoke in the residential district,2,81
authorities investigated environmental damage affecting a public park,2,69
my relatives are disputing how to share inherited assets,0,56
the supplier neglected his business obligation to deliver the goods on time,1,75
i want the court to confirm who the father of the child is,0,58
i need legal help to get compensation for my accident injuries,2,62
the vendor demanded immediate payment for pending invoices,1,58
the company failed to honor the employment terms we agreed on,1,61
i want to recover money for property damage done by my tenant,1,61
my insurance company and the other party can t agree on who s responsible,2,73
the husband filed a case claiming his ex wife blocked his contact rights,0,72
the client is refusing to sign the contract even after we agreed on the terms,1,77
both parties agreed to modify the financial agreement due to market changes,1,75
the case involves a custody dispute concerning a teenage son or daughter,0,72
an audit uncovered embezzlement of company assets by an employee,1,64
the victim claimed that the cyber privacy breach caused emotional distress,2,74
a company is filing a case against a client for failing to pay an old invoice,1,77
i need to report a scam online,2,30
a staff member took internal files and sent them outside the organization,1,73
i need legal advice about a tenant who refuses to pay after damaging my property,1,80
company terminated my contract without cause,1,44
my partner and i are arguing over who gets what from our business earnings,1,74
the injury happened in a public spot and i want to take legal steps,2,67
authorities investigated a data breach that exposed citizens private details,2,76
the case involves disagreement between drivers about fault and insurance,2,72
a case was filed to enforce the terms of a debt settlement contract,1,67
the couple is going through a serious marital dispute,0,53
both companies agreed to settle their intellectual property dispute out of court,1,80
a witness claimed to have seen a physical attack outside the building,2,69
my boss keeps crossing boundaries and i want to take action,2,59
the injury claim included medical reports describing the damage,2,63
a reconciliation request was submitted after the divorce judgment,0,65
the distributor filed a case to enforce its exclusivity rights in the region,1,76
an employee was accused of theft after funds went missing,1,57
visitation dispute parent not following court agreement,0,55
i m filing a complaint because my employer terminated me without cause,1,70
the business owner demanded compensation for loss of exclusivity rights,1,71
fighting for custody after ending their marriage,0,48
a revocation notice was submitted to restore the marital relationship,0,69
my husband wife is not being honest about our shared property in court,0,70
the buyer demanded compensation after delays caused by the supplier,1,67
she asked for annulment because the marriage was not legally valid,0,66
authorities investigated a public safety issue involving hazardous materials,2,76
the court ordered the correction of errors in the family identity certificate,0,77
i want to know how to prove copyright ownership in a legal case,2,63
a media campaign caused major reputation damage to the company s public image,1,77
she applied for certified legal documentation to prove her divorce,0,66
a fraud report was filed regarding fake social media accounts,2,61
the franchisee requested renewal of the expired franchise agreement,1,67
the police received complaints about a health risk caused by nearby smoke,2,73
the court reviewed allegations of misconduct affecting investor rights,1,70
the contractor didn t complete the work but is demanding full payment,1,69
my business partner breached our contract by not fulfilling their obligations,1,77
the case is about a client who hasn t cleared payment for three months,1,70
the landlord changed the rental amount unfairly and against the contract,1,72
the father filed a new case to change the existing care decision,0,64
an online order turned into a dispute after the product came broken,1,67
the heirs reached no agreement regarding the will s division of assets,0,70
i was dismissed from work without prior notice or explanation,2,61
my rental rights are being violated and i need legal support,1,60
the parents reached an agreement on visitation and access rights,0,64
the court reviewed a dispute over the validity of the debt settlement,1,69
the adoption procedure is complicated and i want legal support,0,62
she reported stolen property after her bag went missing in a public place,2,73
i m asking for advice about reporting a fraudulent seller,1,57
i want to take legal action because my ex partner ignored the payment order,0,75
what should i do if a company refuses to deliver my purchased goods,1,67
the case involves copyright infringement and music ownership rights,2,67
i want to report an artist for stealing my original composition,2,63
authorities investigated a case involving invasion of privacy on social media,2,77
i was touched or spoken to inappropriately during my commute and need advice,2,76
my employer broke the contract and didn t keep their promises,1,61
the firm updated its system following a major cyber privacy incident,1,68
one of our clients is unhappy with the service agreement,1,56
the business owner was declared insolvent after the bankruptcy case ruling,1,74
authorities reviewed a report of traffic violations in a crowded area,2,69
the police received multiple reports regarding pollution affecting the environment,2,82
i m asking for legal guidance about parental kidnapping,0,55
employee harassment claims,2,26
the court handled a case involving breach of a distribution contract,1,68
i want to know how the court decides custody for teenagers,0,58
the mother sought recognition of her child s lineage through court,0,66
there s a dispute among family members over inheritance from our deceased parent,0,80
i need legal advice to get a divorce quickly,0,44
i need guidance on how to prepare a valid will under the law,0,60
i need legal help to recover the rent money owed to me,1,54
the company s director was convicted for participating in organized financial crime,1,83
what should i do if someone defames me online,2,45
the husband agreed to pay alimony as part of the settlement,0,59
illegal building reported in community space seeking legal support,2,66
i m asking for advice about reporting defamation inside my company,2,66
landlord increasing rent illegally,1,34
the bank offered a reduced payment plan as part of the debt settlement,1,70
the case involves identity theft and misuse of private data,2,59
the business strengthened its security after suffering a large data breach,1,74
the firm faced a heavy fine due to regulatory non compliance,1,60
car accident insurance dispute,2,30
a case was opened after polluted water created a serious health risk,2,68
the case concerns misuse and non compliance with exclusivity rights in a trade deal,1,83
social media defamation seeking help to file a legal complaint,2,62
my neighbor built over the boundary and i want to take legal action,2,67
i took my car for repair but they said the warranty doesn t cover it,1,68
i want legal advice about settling a dispute over family inheritance,0,68
the husband denied recognizing the child as his own,0,51
a complaint was filed due to traffic violations that endangered pedestrians,2,75
she filed a case regarding a false divorce certificate,0,54
invoice not paid by client for three months need lawyer,1,55
there s a contract dispute between two companies over a delayed shipment,1,72
the partners filed a lawsuit after failing to agree on profit distribution,1,74
the father filed a case requesting the transfer of child custody,0,64
dispute over copyright of music,2,31
the company managing the hospital was fined due to repeated malpractice incidents,1,81
a customer submitted an injury claim after slipping inside the store,1,68
i misplaced court documents and need guidance on how to recover them,2,68
the officer issued a warning for a minor driving offense,2,56
i m filing a complaint because the renter caused damage and won t cover the costs,1,81
i want to take legal action against my partner for violating our deal,1,69
the court suspended visitation rights because of child welfare concerns,0,71
illegal eviction threat,2,23
a report revealed misuse of funds allocated for educational programs,2,68
custody of my daughters,0,23
the case involves human rights violations against vulnerable individuals,2,72
the woman filed a paternity case to prove the father of her child,0,65
another company is using our brand name without permission,1,58
my boss fired me without notice,2,31
a dispute arose regarding the fair division of the estate,0,57
officers traced the stolen property using surveillance footage,2,62
my neighbor keeps making loud noises late at night and i can t take it anymore,2,78
i need legal help to enforce my visitation schedule,0,51
i need help figuring out my legal options after being harassed at work,2,70
the dispute focused on transferring custody after a legal judgment,0,66
the case involves complications in a visa application,2,53
the wife requested the court to correct errors in her marriage certificate,0,74
the firm reported intimidation attempts aimed at disrupting its operations,1,74
the employee was terminated for submitting false documents to management,1,72
i got injured in a park and want to understand my legal rights,2,62
the court reviewed a rental issue concerning an inherited home rented to outsiders,0,82
can i take legal action if i was wrongly accused of shoplifting,2,63
a management conflict arose between the company s board members,1,63
i m looking for a lawyer because i got hurt in a public area and need compensation,2,82
i want to know if i can sue someone for spreading lies about me on social media,2,79
a dispute arose regarding the terms of the financial agreement,1,62
i want to take legal action against someone who s cyberbullying me,2,66
the case involves commercial fraud and deliberate financial deception,1,69
the case concerns delayed payments despite a completed debt settlement deal,1,75
my bicycle was stolen near my house can i take legal action against the thief,2,77
the court handled a lawsuit concerning shareholder equity and dividends,1,71
i was hurt due to poor maintenance in a public place need legal help,2,68
contractor dispute disagreement over amount owed for construction work,1,70
the woman applied to become a foster parent through the social care system,0,74
there s illegal construction happening in a public area near my home,2,68
the father appealed against the court s care decision,0,53
the mother requested transfer of custodianship from her ex husband,0,66
the business was sued after an injury claim linked to poor maintenance,1,70
the police stopped him due to a driving offense in a residential area,2,69
the case involves an accident claim for medical expenses and damages,2,68
the customer complained about poor performance leading to a service dispute,1,75
the insolvency case focused on restructuring debts to avoid liquidation,1,71
i want to report a store for unfair treatment and bad service,1,61
my vehicle was damaged and the person responsible has no insurance,2,66
the case involves verifying the validity of a revocation statement,0,66
she filed a case to restore the marital relationship after divorce,0,66
a dispute arose regarding the distribution of funds during liquidation,1,70
they reached an agreement to separate without conflict,0,54
my insurance company refused to cover the damages from my accident,2,66
the accusation of theft was false and i m looking for legal assistance,2,70
i m seeking legal advice about enforcing a partnership agreement,1,64
the supplier reported a payment issue with the contracting party,1,64
the court adjusted the alimony based on the husband s income,0,60
a case was filed to review the previous care decision for the child,0,67
authorities investigated a doctor for violating patient rights during a procedure,2,81
the customer reported missing items in the latest delivery,1,58
they sought official legal documentation to confirm the court s judgment,0,72
i m looking for guidance on legal rights during the mediation process,0,69
i want to know how to resolve a conflict over delivery and payment terms,1,72
the father claimed he was unfairly prevented from seeing his kids,0,65
the company breached the warranty and refused to repair my product,1,66
the court verified the child s recognition through dna evidence,0,63
i want divorce from my husband,0,30
the husband filed a case challenging the custody decision,0,57
my private data was compromised and i need help taking legal action,2,67
the client violated the terms of our software development contract,1,66
my relatives and i can t agree on how to divide our family estate,0,65
i want to claim my fair share from the business we ran together,1,63
my personal data was used in an online fraud scheme,2,51
i m looking for advice on what to do after losing my passport in another country,2,80
the case involves child abduction by a parent who doesn t have custody rights,0,77
a privacy breach occurred when private photos were leaked without consent,2,73
the client filed a complaint after repeated service failures caused a dispute,1,77
my insurance company hasn t processed my accident claim yet,2,59
the man claimed he was a victim of fraud during an online purchase,2,66
i want to file a report and recover custody immediately,0,55
car insurance case company refusing to pay for accident damages,2,63
a witness reported violence occurring near the apartment complex,2,64
a person has been harassing me online and i need legal help,2,59
the court handled a dispute involving commercial fraud and financial deception,1,78
a commercial data protection breach exposed customer information,1,64
i want legal advice about getting a refund or forcing delivery,1,62
what can i do if someone took a loan under my name,2,50
the case involves an online purchase where the wrong item was delivered,1,71
my adoption application was delayed and i don t know why,0,56
the case involves a customer who received a broken item from an online purchase,1,79
the merchant was accused of false advertising in an e commerce sale,1,67
my landlord refuses to fix problems in the apartment that need urgent repair,1,76
i m struggling to get custody after my divorce,0,46
the victim filed an injury claim after being hurt in a street accident,2,70
i ve reported my neighbor several times but the noise continues,2,63
my employee diverted company money for non work purposes,1,56
i want professional legal guidance to speed up my divorce process,0,65
customer dissatisfaction led to a decline in the company s reputation,1,69
he reported a privacy issue after someone shared his personal information,2,73
the victim reported a theft after his phone was stolen in public,2,64
my husband doesn t want a divorce even though our relationship is broken,0,72
the court reviewed evidence of physical violence against the complainant,2,72
the wife asked the court to record their reconciliation after divorce,0,69
someone withdrew money from my account without authorization,2,60
i need legal advice because we can t agree on profit distribution,1,65
delivery issues caused a breach of the supply agreement,1,55
i want to appeal a court ruling,2,31
the case involves breach of agreement and an ongoing service dispute,1,68
i m seeking legal advice about enforcing child visitation orders,0,64
i want to adopt a child and need to know the legal procedure,0,60
i need advice because false information about me was posted publicly,2,68
a criminal case was filed for forging and circulating fake contracts,1,68
the partners failed to settle their company dispute through mediation,1,69
i need legal help after my employer failed to follow the contract,1,65
workplace injury employee wants fair compensation,2,49
what are my options if my family refuses to divide inheritance fairly,0,69
what should i do if i see illegal construction in a public area,2,63
a case was reported after environmental damage contaminated the neighborhood s air,2,82
the company filed a lawsuit accusing its partner of commercial fraud,1,68
the case involves inheritance division among family members,0,59
the suspect denied all accusations of violence made against him,2,63
a case was filed after he committed a driving offense that endangered others,2,76
after the accident both drivers are arguing about who is responsible for the costs,2,82
a complaint was filed regarding stolen property from a private residence,2,72
a health risk was detected after abandoned materials began releasing toxic fumes,2,80
i m abroad and lost my passport what s the legal process to get a new one,2,73
a dispute arose regarding custodianship rights after the father s death,0,71
the employee filed an injury claim after getting hurt at the workplace,1,70
i m seeking legal advice about claiming compensation after an uninsured accident,2,80
authorities rejected the application due to similarities with an existing patent,1,80
the court reviewed evidence of extortion against a local resident,2,65
i want to take action against a client for violating our software deal,1,70
the wife demanded khula offering to return the dowry,0,52
i m filing a case because my partner didn t give me my share of the profits,1,75
there s a disagreement between business partners about how to share the profits,1,79
the court handled a commercial dispute involving extortion for financial gain,1,77
the patient filed a complaint after suffering harm due to medical malpractice,2,77
i need legal help because i was wrongfully dismissed,1,52
the customer refused to pay the full amount after service completion,1,68
a report confirmed that environmental safety was threatened by contaminated water,2,81
the daughter demanded inclusion in the estate division process,0,62
legal guardianship case seeking advice on requirements and procedure,0,68
the couple mutually agreed to dissolve their marriage,0,53
she asked the court to confirm the divorce officially,0,53
i want to know how to recover damages after being hit by an uninsured driver,2,76
a fine was imposed due to repeated noise complaints,2,51
she complained about the theft of her wallet during a crowded event,2,67
a public institution reported embezzlement involving one of its employees,2,73
the court reviewed evidence of human rights violations captured on video,2,72
the deceased left a written testament dividing his property among the heirs,0,75
the court received a request for revocation of a previous judgment,0,66
a complaint was submitted regarding an assault during a family dispute,2,70
the court granted custody to a family qualified for orphan care,0,63
the court investigated the lineage of the newborn after a family dispute,0,72
there s a commercial lawsuit involving late delivery between business partners,1,78
she requested a divorce through khula,0,37
someone used my id to apply for loans and i need advice,2,55
