Case Description,Category,label
The other parent refuses to let me visit my kid despite the ruling.,Personal Status,0
I want to know how to report workplace harassment safely.,General,2
I’m seeking help from a lawyer to finalize my divorce quickly.,Personal Status,0
The mother filed a case to secure her contact rights with the children.,Personal Status,0
I’m looking for a way to get divorced fast with the help of a lawyer.,Personal Status,0
I need legal advice because the client is refusing to sign after accepting the offer.,Commercial,1
A complaint was submitted regarding environmental safety risks from abandoned materials.,General,2
The board discussed strategies to minimize business risk exposure.,Commercial,1
What can I do if my neighbor ignores noise complaints?,General,2
A case was filed to register the applicant as a foster parent.,Personal Status,0
I want to report my company for breaking the employment agreement.,Commercial,1
I’m seeking help to enforce my rights under the job contract.,Commercial,1
I’m a victim of online defamation and need legal advice.,General,2
The police received complaints regarding environmental damage from abandoned waste.,General,2
The victim demanded compensation for injuries resulting from malpractice.,General,2
A delivery employee was reported for a driving offense during work hours.,Commercial,1
Cyberbullying victim seeking advice about pressing charges.,General,2
A business partner was accused of making a threat to force contract changes.,Commercial,1
What are my options if mediation doesn’t work during divorce?,Personal Status,0
The case was about enforcing contact rights as ordered by the court.,Personal Status,0
Security cameras captured the theft of merchandise inside the store.,Commercial,1
The case involves identity theft and a fake loan application.,General,2
The spouses are facing problems in their marriage.,Personal Status,0
The investors lost their shares due to the company’s bankruptcy case.,Commercial,1
I need legal help to deal with a neighbor who refuses to stop making noise.,General,2
The case concerns a payment issue between two commercial partners.,Commercial,1
"The employee used corporate money for personal gain, and I need guidance.",Commercial,1
The wife requested legal documentation for her marriage.,Personal Status,0
I lost my legal documents and need help recovering them.,General,2
The company faced legal action for violating customer privacy.,Commercial,1
She filed a complaint after suffering personal data misuse on social media.,General,2
My neighbor has been cutting down trees on my property without permission.,General,2
What are my options if my family can’t agree on dividing the inheritance?,Personal Status,0
The court reviewed a complaint related to weak data protection in a public service.,General,2
The case involves increasing the alimony due to financial hardship.,Personal Status,0
There’s a dispute between a landlord and tenant over unpaid rent.,Commercial,1
My husband won’t accept that our marriage is over,Personal Status,0
Both parties consented to reunite and continue their marriage.,Personal Status,0
The victim reported environmental safety risks caused by improper waste disposal.,General,2
I want to file a complaint against my insurer for rejecting my claim.,General,2
Unpaid alimony issue — need advice on how to enforce the judgment.,Personal Status,0
The wife sought legal documentation to prove her marriage.,Personal Status,0
Someone took my pictures and posted them online as their own.,General,2
I’m asking for advice about enforcing a business agreement without a signed contract.,Commercial,1
The court handled a lawsuit involving financial loss caused by supplier negligence.,Commercial,1
A case was filed after a data breach revealed sensitive personal documents.,General,2
What should I do if my company breached my employment agreement?,Commercial,1
I’m asking for advice on how to report a social media user for defamation.,General,2
What should I do if I get into an accident with an uninsured driver?,General,2
I need legal help to report online fraud using my personal details.,General,2
My husband won’t agree to a divorce even though we keep having issues,Personal Status,0
The company was fined after its delivery truck committed several traffic violations.,Commercial,1
The client reported a bank issue related to delayed fund processing.,Commercial,1
The police investigated an extortion attempt made through anonymous emails.,General,2
The seller took my money and never sent the product.,Commercial,1
Cybercrime case — need help writing and submitting a police report.,General,2
My siblings and I are arguing about how to divide our late parent’s property.,Personal Status,0
The victim reported reputation damage due to misleading social media content.,General,2
This case involves a disagreement among siblings about inherited property.,Personal Status,0
A dispute arose regarding missing legal documents of the marriage.,Personal Status,0
"A person shared fake details about me on the internet, and I’m considering legal steps.",General,2
The tenant filed a complaint regarding a rental issue with the landlord.,General,2
Need advice on legal guardianship of minor.,Personal Status,0
"People are using public land for private construction, and I want to take action.",General,2
The company faced an injury claim due to unsafe equipment.,Commercial,1
I’m seeking legal advice about a landlord ignoring rental laws.,Commercial,1
Authorities investigated a malpractice case involving a professional consultant.,General,2
What can I do if a company breaches a product warranty?,Commercial,1
A case was raised concerning unauthorized use of a registered trademark.,Commercial,1
"I’ve reported maintenance issues, but the landlord won’t take any action.",Commercial,1
The company filed an intellectual property dispute over a stolen design.,Commercial,1
She requested modification of the care decision after remarriage.,Personal Status,0
The investigation linked several firms to a large-scale financial crime network.,Commercial,1
My business partner is hiding company revenue from the tax authorities.,Commercial,1
The case involves copyright infringement of personal images published online.,General,2
"My partner is falsifying company records, and I’m afraid I’ll be held responsible.",Commercial,1
Refusal to honor warranty — car repair shop denied fixing the problem.,Commercial,1
The marriage was officially terminated by court order.,Personal Status,0
Online fraud involving personal data.,General,2
I’m asking for legal advice on how to claim compensation for car damage.,General,2
What can I do if my landlord threatens to evict me illegally?,General,2
"The husband claimed they were still married, requiring proof of divorce.",Personal Status,0
I’m asking for guidance on filing a complaint about online defamation.,General,2
There’s a dispute between partners over how to divide the business profits.,Commercial,1
Authorities intervened to ensure proper care for the incapacitated person.,Personal Status,0
The investor appealed to restore his rights after company mismanagement.,Commercial,1
Both parties agreed to mediation to resolve the ongoing loan dispute.,Commercial,1
The court approved the divorce since both sides consented.,Personal Status,0
The case concerns verification of an online transaction record.,Commercial,1
The case is about two companies arguing over a shipment that wasn’t delivered on schedule.,Commercial,1
"I didn’t steal anything, but the store treated me like a criminal.",General,2
The store refused to fix or replace the defective item under warranty.,Commercial,1
"An employee reported harassment in the workplace, and I need legal guidance.",General,2
My client backed out after the deal was finalized and won’t sign the papers.,Commercial,1
Authorities seized false documents submitted to obtain business approval.,Commercial,1
I want to take action against a worker who stole from the business account.,Commercial,1
The discrimination has affected my job and I need legal support.,General,2
The inventor sold the patent to a foreign company under a licensing agreement.,Commercial,1
I’m suing the father for failing to support his children financially.,Personal Status,0
Authorities investigated allegations of neglect by the foster parent.,Personal Status,0
"I was stopped by store security for something I didn’t do, and I want advice.",General,2
I’m seeking help to settle an argument over property left by my parent.,Personal Status,0
The court reviewed a commercial dispute involving a financial threat.,Commercial,1
Someone entered my land and removed trees illegally.,General,2
"I reached an agreement with my client, but they won’t sign the contract now.",Commercial,1
A coworker sent defamatory emails about me at work.,General,2
I’m seeking legal advice about delays in adoption approval.,Personal Status,0
I need legal advice to find out who must cover the repair expenses after the crash.,General,2
The ministry monitored all institutions involved in orphan care.,Personal Status,0
I need guidance on how to cover my losses after the crash.,General,2
A rental issue arose between two businesses over a warehouse agreement.,Commercial,1
I want to know how to fix mistakes in my adoption paperwork.,Personal Status,0
I’m looking for advice on how to report unauthorized building activity.,General,2
Business partner hiding revenue from tax authorities.,Commercial,1
The firm proposed a debt settlement to clear outstanding obligations.,Commercial,1
"I was injured in a public place, want compensation.",General,2
A commercial dispute arose due to embezzlement of business funds.,Commercial,1
Authorities received a report about a rental issue between two tenants in the same building.,General,2
The mother applied for custody transfer after the divorce.,Personal Status,0
The case involves unpaid alimony and a request for legal enforcement.,Personal Status,0
I need legal help because my identity was used to open fake accounts.,General,2
Landlord refusing to make necessary repairs.,Commercial,1
I need legal assistance to replace the documents I lost.,General,2
A malpractice claim was submitted after the lawyer failed to handle the case properly.,General,2
A worker violated trust by stealing property from the business.,Commercial,1
The inheritance dispute involves disagreement among heirs.,Personal Status,0
The father claimed the mother was unfit for child custody.,Personal Status,0
A report confirmed significant pollution coming from nearby open dumping.,General,2
I want to file a consumer complaint against a retailer for poor service.,Commercial,1
The court handled a loan dispute between the company and the lender.,Commercial,1
I need legal help with negotiating my divorce settlement.,Personal Status,0
"Accident at work, seeking compensation.",General,2
A dispute arose over the terms of the distribution contract.,Commercial,1
I need legal advice about enforcing alimony payments.,Personal Status,0
The company launched an investigation into an assault incident on its premises.,Commercial,1
The case focuses on determining legal custody after separation.,Personal Status,0
Authorities reviewed an injury claim involving a severe fall.,General,2
The court investigated allegations of using false documents in trade transactions.,Commercial,1
The woman filed a case to prove her certificate was genuine.,Personal Status,0
The victim provided screenshots of the threat as evidence.,General,2
I need legal help after getting hurt on the job.,General,2
The husband and wife are arguing over family matters.,Personal Status,0
A data breach occurred after hackers accessed personal information online.,General,2
I want to take legal action against a business that didn’t deliver my order.,Commercial,1
Online defamation issue — can I sue the person who posted lies?,General,2
The company reached a debt settlement agreement with its creditors.,Commercial,1
The individual filed a data protection request to remove his stored information.,General,2
The mother reported welfare concerns regarding the father’s care.,Personal Status,0
Online fraud case — personal information stolen and misused.,General,2
I need legal help because the software contract terms are being violated.,Commercial,1
The company launched an investigation into a physical attack on its premises.,Commercial,1
A dispute arose between shareholders following allegations of financial deception.,Commercial,1
A property dispute arose between two businesses regarding a shared warehouse.,Commercial,1
A service dispute arose due to failure to meet contract terms.,Commercial,1
I’m seeking legal advice about a dispute with my auto insurer.,General,2
I’m asking for legal advice about adoption requirements.,Personal Status,0
The company faced legal action for personal data misuse involving customer records.,Commercial,1
An employee filed a complaint claiming human rights violations at the workplace.,Commercial,1
I’m seeking legal advice about dividing assets during a divorce.,Personal Status,0
She reported malpractice after receiving incorrect treatment from a healthcare provider.,General,2
The buyer complained that the online shop delivered a damaged product.,Commercial,1
The case involves a dispute over warranty coverage for a purchased product.,Commercial,1
"The custody fight is affecting our child, and I want to find a fair solution.",Personal Status,0
I want to protect my original material from unauthorized use.,General,2
My ex-partner stopped paying child support despite the court order.,Personal Status,0
The family disputed the contents of the late father’s testament.,Personal Status,0
Employee theft case — company items taken without authorization.,Commercial,1
I’m facing discrimination at work and want to take legal action.,General,2
A dispute arose after the service complaint was ignored by the contractor.,Commercial,1
My husband won’t let go of the marriage despite constant conflict,Personal Status,0
A dispute arose due to unresolved product complaints against the supplier.,Commercial,1
I’m seeking legal advice about workplace harassment issues.,General,2
Authorities issued warnings following reports of a public health risk.,General,2
I’m asking for help because my supervisor has been harassing me.,General,2
Illegal eviction by landlord.,Commercial,1
I need legal help because my private pictures were uploaded publicly.,General,2
Legal procedures were initiated to complete the business dissolution process.,Commercial,1
The husband and wife are involved in a domestic disagreement.,Personal Status,0
I want to know how to report an accident at work and get medical coverage.,General,2
The fraud involved tricking people into sending money through fake messages.,General,2
A public safety report was submitted due to unsafe conditions in the neighborhood.,General,2
My former spouse and I can’t agree on who should have custody of our teen.,Personal Status,0
An employee caused the company a fine after violating workplace safety rules.,Commercial,1
The victim requested protection after receiving threats of a physical attack.,General,2
The case involves online defamation and harm caused by fake posts.,General,2
I ordered something online but received the wrong product and want a refund.,Commercial,1
Can I take legal action if my boss fires me without notice?,General,2
A case was filed involving intimidation by a neighbor.,General,2
The court reviewed a case involving violence during a business meeting.,Commercial,1
A witness supported the victim’s injury claim with testimony.,General,2
The shareholders disagreed on the appointment of a new director.,Commercial,1
The court declared the marriage null and void.,Personal Status,0
A witness reported intimidation during a community dispute.,General,2
The client filed a complaint about delivery issues with the recent shipment.,Commercial,1
My reputation was damaged because of false statements in company emails.,General,2
The victim reported a data protection issue after his information was shared without consent.,General,2
"The son challenged the testament, claiming it was made under pressure.",Personal Status,0
The court ruled in favor of the mother in the child recognition case.,Personal Status,0
The court reviewed a complaint related to environmental damage affecting local wildlife.,General,2
The wife filed a case disputing the will’s terms and beneficiaries.,Personal Status,0
Authorities launched an inquiry regarding misuse of funds in a volunteer group.,General,2
I just want custody of my kids,Personal Status,0
I need legal help to divide business profits after the partnership ended.,Commercial,1
He reported a cyber privacy issue after someone accessed his social media account.,General,2
The family reported a hospital error after their relative received the wrong medication.,General,2
I want to talk to a lawyer about the process of registering my company.,Commercial,1
I need assistance because my visa request was rejected unfairly.,General,2
What should I do if I want to become a legal guardian for a minor?,Personal Status,0
I’m seeking advice on how to take legal action against data theft.,Commercial,1
A lawsuit was filed against the trader for engaging in commercial fraud.,Commercial,1
The case is about a dispute between drivers over payment for car damages.,General,2
My customer claims the software doesn’t meet the agreed specifications.,Commercial,1
Dispute over unpaid freelance work.,Commercial,1
The husband initiated a legal process to end the marriage.,Personal Status,0
The borrower denied the charges listed in the loan dispute claim.,Commercial,1
The court handled an injury claim caused by a reckless individual.,General,2
I’m involved in a dispute over copyright infringement of my work.,General,2
Tenant sues landlord for not returning security deposit.,Commercial,1
The parents are involved in a custody dispute over their children.,Personal Status,0
The court handled a commercial property dispute related to rental rights in a business area.,Commercial,1
The suspect admitted to misuse of funds during the investigation.,General,2
The wife filed a case to prove that the divorce took place.,Personal Status,0
Custody was granted considering the best interest of the child.,Personal Status,0
Authorities investigated a case involving medical negligence in a public hospital.,General,2
The man was accused of possessing stolen property without knowing its origin.,General,2
Authorities worked to resolve a public safety risk near a residential area.,General,2
The case is about losing a passport overseas and needing assistance from authorities.,General,2
A lawsuit was filed to deny false claims of lineage.,Personal Status,0
The case is about getting professional advice to finalize a quick divorce.,Personal Status,0
I’m filing a case about a conflict between brothers and sisters regarding inheritance.,Personal Status,0
The customer is filing a complaint about receiving a defective product from an online store.,Commercial,1
My ex refuses to give me custody of our children,Personal Status,0
My images are being shared on social media without my consent.,General,2
I’m asking for help to correct errors in my visa application.,General,2
I want to know what I can do if someone posts my photos without authorization.,General,2
A rental issue escalated when a company refused to vacate a commercial property.,Commercial,1
One firm took legal action after the other failed to ship the goods on time.,Commercial,1
A case was raised against an online seller for non-delivery of goods.,Commercial,1
I need legal help to prove I’m the rightful owner of the track.,General,2
A report confirmed that the clinic failed to uphold patient rights.,General,2
My partner tried to hide money and property when we started the divorce case.,Personal Status,0
The court handled a commercial fraud case involving counterfeit products.,Commercial,1
The police responded to concerns that the issue could harm public safety.,General,2
"A company used my design without credit, and I want to report it.",General,2
The case concerns a commercial dispute over digital purchase terms.,Commercial,1
"A bank approved a fake loan using my documents, and I need help.",General,2
The court began proceedings in a major corporate bankruptcy case.,Commercial,1
Authorities investigated a case of identity fraud reported by a resident.,General,2
My case is about demanding the father’s financial responsibility toward his kids.,Personal Status,0
The developer faced a property dispute involving commercial land borders.,Commercial,1
The court issued a care decision in favor of the mother.,Personal Status,0
Accident compensation claim.,General,2
Authorities investigated a hospital error that caused harm to several patients.,General,2
A legal dispute arose after a major client expressed dissatisfaction with delivery performance.,Commercial,1
I’m looking for guidance on how to obtain custody or guardianship legally.,Personal Status,0
The parent responsible for payments hasn’t sent any money.,Personal Status,0
Tenant rights case — facing illegal eviction threats.,General,2
The firm updated its system after a major data protection failure.,Commercial,1
The court reviewed a case involving multiple driving offenses.,General,2
I’m planning to write my will and would like professional legal advice.,Personal Status,0
"Looking to adopt a child, need information about the legal steps involved.",Personal Status,0
The customer filed a complaint against the bank over an account issue.,Commercial,1
Employee harassment case — worker filing complaint against superior.,General,2
The mother objected to the care decision transferring custody to the father.,Personal Status,0
The private hospital faced legal action for medical negligence towards a patient.,Commercial,1
Divorce case — dispute over how to share joint property.,Personal Status,0
Copyright violation — my images are being used without my approval.,General,2
Unpaid invoice dispute — the client owes payment for three months now.,Commercial,1
The husband requested custody withdrawal because the child was unsafe.,Personal Status,0
I’m asking for guidance on the legal steps to set up a new business.,Commercial,1
The brand owner filed a complaint to stop imitation in the market.,Commercial,1
Lawyers were appointed to negotiate a settlement for the company dispute.,Commercial,1
The case involves online fraud by a marketplace vendor.,Commercial,1
I need legal help to report a fake seller from an e-commerce platform.,Commercial,1
"My divorce settlement talks have stalled, and I need guidance.",Personal Status,0
The family dispute centered on proving the correct lineage of the heir.,Personal Status,0
I’m having a dispute with a contractor who refuses to accept the payment terms.,Commercial,1
The supplier admitted responsibility for the product defect found during inspection.,Commercial,1
I’m reporting a suspicious charge that I didn’t make.,General,2
She’s asking the judge for a khula divorce settlement.,Personal Status,0
People complained about air pollution caused by smoke in the residential district.,General,2
Authorities investigated environmental damage affecting a public park.,General,2
My relatives are disputing how to share inherited assets.,Personal Status,0
The supplier neglected his business obligation to deliver the goods on time.,Commercial,1
I want the court to confirm who the father of the child is.,Personal Status,0
I need legal help to get compensation for my accident injuries.,General,2
The vendor demanded immediate payment for pending invoices.,Commercial,1
The company failed to honor the employment terms we agreed on.,Commercial,1
I want to recover money for property damage done by my tenant.,Commercial,1
My insurance company and the other party can’t agree on who’s responsible.,General,2
The husband filed a case claiming his ex-wife blocked his contact rights.,Personal Status,0
The court handled a commercial case involving data protection violations by a tech company.,Commercial,1
The client is refusing to sign the contract even after we agreed on the terms.,Commercial,1
Both parties agreed to modify the financial agreement due to market changes.,Commercial,1
The case involves a custody dispute concerning a teenage son or daughter.,Personal Status,0
An audit uncovered embezzlement of company assets by an employee.,Commercial,1
The victim claimed that the cyber privacy breach caused emotional distress.,General,2
A company is filing a case against a client for failing to pay an old invoice.,Commercial,1
I need to report a scam online.,General,2
A staff member took internal files and sent them outside the organization.,Commercial,1
I need legal advice about a tenant who refuses to pay after damaging my property.,Commercial,1
Company terminated my contract without cause.,Commercial,1
My partner and I are arguing over who gets what from our business earnings.,Commercial,1
"The injury happened in a public spot, and I want to take legal steps.",General,2
Authorities investigated a data breach that exposed citizens’ private details.,General,2
The case involves disagreement between drivers about fault and insurance.,General,2
A case was filed to enforce the terms of a debt settlement contract.,Commercial,1
The couple is going through a serious marital dispute.,Personal Status,0
Both companies agreed to settle their intellectual property dispute out of court.,Commercial,1
A witness claimed to have seen a physical attack outside the building.,General,2
"My boss keeps crossing boundaries, and I want to take action.",General,2
The injury claim included medical reports describing the damage.,General,2
A reconciliation request was submitted after the divorce judgment.,Personal Status,0
The distributor filed a case to enforce its exclusivity rights in the region.,Commercial,1
An employee was accused of theft after funds went missing.,Commercial,1
Visitation dispute — parent not following court agreement.,Personal Status,0
I’m filing a complaint because my employer terminated me without cause.,Commercial,1
The business owner demanded compensation for loss of exclusivity rights.,Commercial,1
Fighting for custody after ending their marriage,Personal Status,0
A revocation notice was submitted to restore the marital relationship.,Personal Status,0
My husband/wife is not being honest about our shared property in court.,Personal Status,0
The buyer demanded compensation after delays caused by the supplier.,Commercial,1
She asked for annulment because the marriage was not legally valid.,Personal Status,0
Authorities investigated a public safety issue involving hazardous materials.,General,2
The court ordered the correction of errors in the family identity certificate.,Personal Status,0
I want to know how to prove copyright ownership in a legal case.,General,2
A media campaign caused major reputation damage to the company’s public image.,Commercial,1
She applied for certified legal documentation to prove her divorce.,Personal Status,0
A fraud report was filed regarding fake social media accounts.,General,2
The franchisee requested renewal of the expired franchise agreement.,Commercial,1
The police received complaints about a health risk caused by nearby smoke.,General,2
The court reviewed allegations of misconduct affecting investor rights.,Commercial,1
The contractor didn’t complete the work but is demanding full payment.,Commercial,1
My business partner breached our contract by not fulfilling their obligations.,Commercial,1
The case is about a client who hasn’t cleared payment for three months.,Commercial,1
The landlord changed the rental amount unfairly and against the contract.,Commercial,1
The father filed a new case to change the existing care decision.,Personal Status,0
An online order turned into a dispute after the product came broken.,Commercial,1
The heirs reached no agreement regarding the will’s division of assets.,Personal Status,0
I was dismissed from work without prior notice or explanation.,General,2
"My rental rights are being violated, and I need legal support.",Commercial,1
A commercial investigation confirmed that the company endangered environmental safety through toxic waste.,Commercial,1
The parents reached an agreement on visitation and access rights.,Personal Status,0
The court reviewed a dispute over the validity of the debt settlement.,Commercial,1
"The adoption procedure is complicated, and I want legal support.",Personal Status,0
The business was fined for failing to maintain proper environmental safety standards.,Commercial,1
She reported stolen property after her bag went missing in a public place.,General,2
I’m asking for advice about reporting a fraudulent seller.,Commercial,1
I want to take legal action because my ex-partner ignored the payment order.,Personal Status,0
What should I do if a company refuses to deliver my purchased goods?,Commercial,1
The case involves copyright infringement and music ownership rights.,General,2
I want to report an artist for stealing my original composition.,General,2
Authorities investigated a case involving invasion of privacy on social media.,General,2
I was touched or spoken to inappropriately during my commute and need advice.,General,2
My employer broke the contract and didn’t keep their promises.,Commercial,1
The firm updated its system following a major cyber privacy incident.,Commercial,1
One of our clients is unhappy with the service agreement.,Commercial,1
The business owner was declared insolvent after the bankruptcy case ruling.,Commercial,1
The court reviewed medical reports before declaring the person legally incapacitated.,Personal Status,0
Authorities reviewed a report of traffic violations in a crowded area.,General,2
The police received multiple reports regarding pollution affecting the environment.,General,2
I’m asking for legal guidance about parental kidnapping.,Personal Status,0
Employee harassment claims.,General,2
The court handled a case involving breach of a distribution contract.,Commercial,1
I want to know how the court decides custody for teenagers.,Personal Status,0
The mother sought recognition of her child’s lineage through court.,Personal Status,0
There’s a dispute among family members over inheritance from our deceased parent.,Personal Status,0
I need legal advice to get a divorce quickly.,Personal Status,0
I need guidance on how to prepare a valid will under the law.,Personal Status,0
I need legal help to recover the rent money owed to me.,Commercial,1
The company’s director was convicted for participating in organized financial crime.,Commercial,1
What should I do if someone defames me online?,General,2
The husband agreed to pay alimony as part of the settlement.,Personal Status,0
Illegal building reported in community space — seeking legal support.,General,2
The victim reported personal data misuse after his private information was shared online.,General,2
I’m asking for advice about reporting defamation inside my company.,General,2
Landlord increasing rent illegally.,Commercial,1
The bank offered a reduced payment plan as part of the debt settlement.,Commercial,1
The case involves identity theft and misuse of private data.,General,2
The business strengthened its security after suffering a large data breach.,Commercial,1
The firm faced a heavy fine due to regulatory non-compliance.,Commercial,1
Car accident insurance dispute.,General,2
A case was opened after polluted water created a serious health risk.,General,2
The case concerns misuse and non-compliance with exclusivity rights in a trade deal.,Commercial,1
Social media defamation — seeking help to file a legal complaint.,General,2
"My neighbor built over the boundary, and I want to take legal action.",General,2
"I took my car for repair, but they said the warranty doesn’t cover it.",Commercial,1
I want legal advice about settling a dispute over family inheritance.,Personal Status,0
The husband denied recognizing the child as his own.,Personal Status,0
A complaint was filed due to traffic violations that endangered pedestrians.,General,2
She filed a case regarding a false divorce certificate.,Personal Status,0
"Invoice not paid by client for three months, need lawyer.",Commercial,1
There’s a contract dispute between two companies over a delayed shipment.,Commercial,1
The partners filed a lawsuit after failing to agree on profit distribution.,Commercial,1
The father filed a case requesting the transfer of child custody.,Personal Status,0
Dispute over copyright of music.,General,2
The company managing the hospital was fined due to repeated malpractice incidents.,Commercial,1
A customer submitted an injury claim after slipping inside the store.,Commercial,1
I misplaced court documents and need guidance on how to recover them.,General,2
The officer issued a warning for a minor driving offense.,General,2
I’m filing a complaint because the renter caused damage and won’t cover the costs.,Commercial,1
I want to take legal action against my partner for violating our deal.,Commercial,1
The court suspended visitation rights because of child welfare concerns.,Personal Status,0
Illegal eviction threat.,General,2
A report revealed misuse of funds allocated for educational programs.,General,2
custody of my daughters,Personal Status,0
The case involves human rights violations against vulnerable individuals.,General,2
The woman filed a paternity case to prove the father of her child.,Personal Status,0
Authorities launched a commercial investigation into environmental damage linked to the company.,Commercial,1
Another company is using our brand name without permission.,Commercial,1
My boss fired me without notice,General,2
A dispute arose regarding the fair division of the estate.,Personal Status,0
Officers traced the stolen property using surveillance footage.,General,2
"My neighbor keeps making loud noises late at night, and I can’t take it anymore.",General,2
I need legal help to enforce my visitation schedule.,Personal Status,0
I need help figuring out my legal options after being harassed at work.,General,2
The dispute focused on transferring custody after a legal judgment.,Personal Status,0
The case involves complications in a visa application,General,2
The wife requested the court to correct errors in her marriage certificate.,Personal Status,0
The firm reported intimidation attempts aimed at disrupting its operations.,Commercial,1
The employee was terminated for submitting false documents to management.,Commercial,1
I got injured in a park and want to understand my legal rights.,General,2
The court reviewed a rental issue concerning an inherited home rented to outsiders.,Personal Status,0
A dispute arose between the franchisor and franchisee over payment terms.,Commercial,1
Can I take legal action if I was wrongly accused of shoplifting?,General,2
A management conflict arose between the company’s board members.,Commercial,1
I’m looking for a lawyer because I got hurt in a public area and need compensation.,General,2
I want to know if I can sue someone for spreading lies about me on social media.,General,2
A dispute arose regarding the terms of the financial agreement.,Commercial,1
I want to take legal action against someone who’s cyberbullying me.,General,2
The case involves commercial fraud and deliberate financial deception.,Commercial,1
The case concerns delayed payments despite a completed debt settlement deal.,Commercial,1
"My bicycle was stolen near my house, can I take legal action against the thief?",General,2
The court handled a lawsuit concerning shareholder equity and dividends.,Commercial,1
"I was hurt due to poor maintenance in a public place, need legal help.",General,2
Contractor dispute — disagreement over amount owed for construction work.,Commercial,1
The woman applied to become a foster parent through the social care system.,Personal Status,0
There’s illegal construction happening in a public area near my home.,General,2
The father appealed against the court’s care decision.,Personal Status,0
The mother requested transfer of custodianship from her ex-husband.,Personal Status,0
The business was sued after an injury claim linked to poor maintenance.,Commercial,1
The police stopped him due to a driving offense in a residential area.,General,2
The case involves an accident claim for medical expenses and damages.,General,2
"The customer complained about poor performance, leading to a service dispute.",Commercial,1
The insolvency case focused on restructuring debts to avoid liquidation.,Commercial,1
I want to report a store for unfair treatment and bad service.,Commercial,1
"My vehicle was damaged, and the person responsible has no insurance.",General,2
The case involves verifying the validity of a revocation statement.,Personal Status,0
She filed a case to restore the marital relationship after divorce.,Personal Status,0
The business demanded compensation for reputation damage resulting from misleading reports.,Commercial,1
A dispute arose regarding the distribution of funds during liquidation.,Commercial,1
What can I do if I’m being harassed at work?,General,2
They reached an agreement to separate without conflict.,Personal Status,0
My insurance company refused to cover the damages from my accident.,General,2
"The accusation of theft was false, and I’m looking for legal assistance.",General,2
I’m seeking legal advice about enforcing a partnership agreement.,Commercial,1
The supplier reported a payment issue with the contracting party.,Commercial,1
The court adjusted the alimony based on the husband’s income.,Personal Status,0
A case was filed to review the previous care decision for the child.,Personal Status,0
Authorities investigated a doctor for violating patient rights during a procedure.,General,2
The customer reported missing items in the latest delivery.,Commercial,1
They sought official legal documentation to confirm the court’s judgment.,Personal Status,0
I’m looking for guidance on legal rights during the mediation process.,Personal Status,0
A business dispute was filed because one company delayed the shipment promised in the contract.,Commercial,1
The business was fined for environmental damage caused by improper disposal of chemicals.,Commercial,1
I want to know how to resolve a conflict over delivery and payment terms.,Commercial,1
The father claimed he was unfairly prevented from seeing his kids.,Personal Status,0
The company breached the warranty and refused to repair my product.,Commercial,1
The court verified the child’s recognition through DNA evidence.,Personal Status,0
I want divorce from my husband,Personal Status,0
The husband filed a case challenging the custody decision.,Personal Status,0
"My private data was compromised, and I need help taking legal action.",General,2
The client violated the terms of our software development contract.,Commercial,1
My relatives and I can’t agree on how to divide our family estate.,Personal Status,0
I want to claim my fair share from the business we ran together.,Commercial,1
My personal data was used in an online fraud scheme.,General,2
I’m looking for advice on what to do after losing my passport in another country.,General,2
The case involves child abduction by a parent who doesn’t have custody rights.,Personal Status,0
A privacy breach occurred when private photos were leaked without consent.,General,2
The client filed a complaint after repeated service failures caused a dispute.,Commercial,1
My insurance company hasn’t processed my accident claim yet.,General,2
The man claimed he was a victim of fraud during an online purchase.,General,2
I want to file a report and recover custody immediately.,Personal Status,0
Car insurance case — company refusing to pay for accident damages.,General,2
A witness reported violence occurring near the apartment complex.,General,2
"A person has been harassing me online, and I need legal help.",General,2
The court handled a dispute involving commercial fraud and financial deception.,Commercial,1
A commercial data protection breach exposed customer information.,Commercial,1
I want legal advice about getting a refund or forcing delivery.,Commercial,1
What can I do if someone took a loan under my name?,General,2
The case involves an online purchase where the wrong item was delivered.,Commercial,1
"My adoption application was delayed, and I don’t know why.",Personal Status,0
Landlord violating tenant rights.,Commercial,1
I’m seeking advice about child custody arrangements after separation.,Personal Status,0
The case involves a customer who received a broken item from an online purchase.,Commercial,1
The merchant was accused of false advertising in an e-commerce sale.,Commercial,1
My landlord refuses to fix problems in the apartment that need urgent repair.,Commercial,1
I’m struggling to get custody after my divorce,Personal Status,0
The victim filed an injury claim after being hurt in a street accident.,General,2
"I’ve reported my neighbor several times, but the noise continues.",General,2
My employee diverted company money for non-work purposes.,Commercial,1
I want professional legal guidance to speed up my divorce process.,Personal Status,0
Customer dissatisfaction led to a decline in the company’s reputation.,Commercial,1
He reported a privacy issue after someone shared his personal information.,General,2
The victim reported a theft after his phone was stolen in public.,General,2
"My husband doesn’t want a divorce, even though our relationship is broken",Personal Status,0
The court reviewed evidence of physical violence against the complainant.,General,2
A medical business updated its procedures after several hospital errors were reported.,Commercial,1
The wife asked the court to record their reconciliation after divorce.,Personal Status,0
Someone withdrew money from my account without authorization.,General,2
I need legal advice because we can’t agree on profit distribution.,Commercial,1
Delivery issues caused a breach of the supply agreement.,Commercial,1
I want to appeal a court ruling,General,2
The case involves breach of agreement and an ongoing service dispute.,Commercial,1
I’m seeking legal advice about enforcing child visitation orders.,Personal Status,0
I want to adopt a child and need to know the legal procedure.,Personal Status,0
